"District","State","YearCode","District.Code","State.Code","Amount.of.Hydrogencarbonate","district_year_id","SDP","Ginni.Index","sdp2","sdp3","MarginOfVictory","percentagePoverty","HDI","literacyRate"
"Krishnagiri","Tamil Nadu",2018,577,33,452.609217391304,"577_2018",1071602,0.39,1148330846404,1230553631668219136,"19.3%","11.3",0.702,"80.1"
"Krishnagiri","Tamil Nadu",2011,577,33,271.75,"577_2011",674478,0.39,454920572484,306833917887863360,"10.2%","11.3",0.656,"80.30%"
"Krishnagiri","Tamil Nadu",2000,577,33,449.875,"577_2000",126349,0.39,15964069801,2017044255286549,"4.60%","21.1",0.537,"73.5"
"Krishnagiri","Tamil Nadu",2010,577,33,331.8,"577_2010",359961,0.39,129571921521,46640838442620680,"10.2%","17.1",0.641,"80.30%"
"Krishnagiri","Tamil Nadu",2016,577,33,349.931636363636,"577_2016",922084,0.39,850238903056,783991688685488640,"19.3%","11.3",0.702,"80.1"
"Krishnagiri","Tamil Nadu",2005,577,33,479.333333333333,"577_2005",221588,0.39,49101241744,10880245955569472,"16.20%","28.9",0.596,"73.5"
"Krishnagiri","Tamil Nadu",2009,577,33,414.4,"577_2009",316760,0.39,100336897600,31782715683776000,"10.2%","17.1",0.631,"80.30%"
"Krishnagiri","Tamil Nadu",2017,577,33,381.945454545455,"577_2017",1000308,0.39,1000616094864,1000924284621218176,"19.3%","11.3",0.703,"80.1"
"Krishnagiri","Tamil Nadu",2004,577,33,463.285714285714,"577_2004",193645,0.39,37498386025,7261374961811125,"16.20%","28.9",0.583,"73.5"
"Krishnagiri","Tamil Nadu",2006,577,33,503.9,"577_2006",256286,0.39,65682513796,16833508730721656,"16.20%","28.9",0.609,"73.5"
"Krishnagiri","Tamil Nadu",2007,577,33,410.428571428571,"577_2007",272340,0.39,74169075600,20199206048904000,"16.20%","28.9",0.618,"73.5"
"Krishnagiri","Tamil Nadu",2015,577,33,245.5,"577_2015",862437,0.39,743797578969,641478552613287424,"19.3%","11.3",0.693,"80.1"
"Kurnool","Andhra Pradesh",2013,511,28,292.739130434783,"511_2013",360239,0.26,129772137121,46748984904331920,"8.4%","9.2",0.608,"67.70%"
"Kurnool","Andhra Pradesh",2009,511,28,321.789473684211,"511_2009",174401,0.26,30415708801,5304530030603201,"8.4%","21.1",0.563,"67.70%"
"Kurnool","Andhra Pradesh",2011,511,28,333.55,"511_2011",339996,0.26,115597280016,39302612816319936,"8.4%","9.2",0.589,"67.70%"
"Kurnool","Andhra Pradesh",2015,511,28,450.09375,"511_2015",446997,0.26,199806318009,89312824731068976,"4.1%","9.2",0.631,"67"
"Kurnool","Andhra Pradesh",2004,511,28,238.705882352941,"511_2004",121388,0.26,14735046544,1788657829883072,"12.40%","29.9",0.515,"60.5"
"Kurnool","Andhra Pradesh",2010,511,28,377.458333333333,"511_2010",186041,0.26,34611253681,6439112246066921,"8.4%","21.1",0.574,"67.70%"
"Kurnool","Andhra Pradesh",2017,511,28,416.666666666667,"511_2017",526626,0.26,277334943876,146051792153642368,"4.1%","9.2",0.645,"67"
"Kurnool","Andhra Pradesh",2018,511,28,398.815789473684,"511_2018",558862,0.26,312326735044,174547543800159936,"4.1%","9.2",0.644,"67"
"Kurnool","Andhra Pradesh",2008,511,28,289.653846153846,"511_2008",163341,0.26,26680282281,4357983988060821,"12.40%","29.9",0.557,"60.5"
"Kurnool","Andhra Pradesh",2016,511,28,419.69696969697,"511_2016",477566,0.26,228069284356,108918135852757488,"4.1%","9.2",0.643,"67"
"Kurnool","Andhra Pradesh",2000,511,28,210.25,"511_2000",126035,0.26,15884821225,2002043443092875,"3.20%","15.8",0.473,"60.5"
"Kurnool","Andhra Pradesh",2005,511,28,405.466666666667,"511_2005",128150,0.26,16422422500,2104533443375000,"12.40%","29.9",0.526,"60.5"
"Kurnool","Andhra Pradesh",2014,511,28,324.969696969697,"511_2014",397064,0.26,157659820096,62601038806598144,"4.1%","9.2",0.621,"67"
"Kurnool","Andhra Pradesh",2006,511,28,312.380952380952,"511_2006",141610,0.26,20053392100,2839760855281000,"12.40%","29.9",0.538,"60.5"
"Kurnool","Andhra Pradesh",2007,511,28,437.586206896552,"511_2007",159270,0.26,25366932900,4040191402983000,"12.40%","29.9",0.548,"60.5"
"Kurukshetra","Haryana",2000,68,6,287.285714285714,"68_2000",51090,0.3,2610188100,133354510029000,"22.40%","8.7",0.543,"57.9"
"Kurukshetra","Haryana",2014,68,6,451.4375,"68_2014",333359,0.3,111128222881,37045593251387280,"11.4%","11.2",0.677,"75.6"
"Kurukshetra","Haryana",2008,68,6,543.666666666667,"68_2008",121588,0.3,14783641744,1797513432369472,"18.80%","24.1",0.613,"57.9"
"Kurukshetra","Haryana",2005,68,6,555,"68_2005",94011,0.3,8838068121,830875622123331,"18.80%","24.1",0.587,"57.9"
"Kurukshetra","Haryana",2013,68,6,258.3125,"68_2013",314931,0.3,99181534761,31235339923816492,"13.6%","11.2",0.663,"76.60%"
"Kurukshetra","Haryana",2002,68,6,408.076923076923,"68_2002",58410,0.3,3411728100,199279038321000,"22.40%","8.7",0.555,"57.9"
"Kurukshetra","Haryana",2001,68,6,210,"68_2001",55036,0.3,3028961296,166701913886656,"22.40%","8.7",0.548,"57.9"
"Kurukshetra","Haryana",2010,68,6,382.888888888889,"68_2010",146053,0.3,21331478809,3115526474490877,"13.6%","20.1",0.628,"76.60%"
"Kurukshetra","Haryana",2015,68,6,226,"68_2015",372700,0.3,138905290000,5.1770001583e+16,"11.4%","11.2",0.689,"75.6"
"Kurukshetra","Haryana",2009,68,6,308.5,"68_2009",136780,0.3,18708768400,2558985341752000,"13.6%","20.1",0.618,"76.60%"
"Kurukshetra","Haryana",2007,68,6,580.5,"68_2007",112896,0.3,12745506816,1438916737499136,"18.80%","24.1",0.606,"57.9"
"Kurukshetra","Haryana",2017,68,6,330,"68_2017",434407,0.3,188709441649,81976702418417136,"11.4%","11.2",0.705,"75.6"
"Kurukshetra","Haryana",2012,68,6,289.142857142857,"68_2012",289756,0.3,83958539536,24327490581793216,"13.6%","11.2",0.653,"76.60%"
"Kurukshetra","Haryana",2016,68,6,238.296296296296,"68_2016",412055,0.3,169789323025,69962539499066376,"11.4%","11.2",0.701,"75.6"
"Kurukshetra","Haryana",2018,68,6,234.52380952381,"68_2018",470328,0.3,221208427584,104040517328727552,"11.4%","11.2",0.705,"75.6"
"Kushi Nagar","Uttar Pradesh",2018,160,9,240.645,"160_2018",949184,0.24,900950265856,855167577146261504,"9.0%","29.4",0.6,"67.7"
"Lakhimpur","Assam",2005,295,18,111.5,"295_2005",48602,0.21,2362154404,114805428343208,"3.50%","34.4",0.526,"63.3"
"Lakhimpur","Assam",2011,295,18,86.1,"295_2011",129354,0.21,16732457316,2164410283653864,"4.9%","32.0",0.572,"73.20%"
"Lakhimpur","Assam",2012,295,18,86.1,"295_2012",132518,0.21,17561020324,2327151291295832,"4.9%","32.0",0.58,"73.20%"
"Lakhimpur","Assam",2006,295,18,88.5333333333333,"295_2006",50797,0.21,2580335209,131073287611573,"3.50%","34.4",0.536,"63.3"
"Lakhimpur","Assam",2018,295,18,105.929454545455,"295_2018",204627,0.21,41872209129,8568184537439883,"26.3%","32.0",0.61,"72.2"
"Lakhimpur","Assam",2010,295,18,86,"295_2010",64310,0.21,4135776100,265971760991000,"4.9%","37.9",0.56,"73.20%"
"Lakhimpur","Assam",2014,295,18,73.2307692307692,"295_2014",146425,0.21,21440280625,3139393090515625,"26.3%","32.0",0.593,"72.2"
"Lakhimpur","Assam",2017,295,18,83.3333333333333,"295_2017",195262,0.21,38127248644,7444802824724728,"26.3%","32.0",0.61,"72.2"
"Lakhimpur","Assam",2008,295,18,110.247368421053,"295_2008",56123,0.21,3149791129,176775727532867,"3.50%","34.4",0.547,"63.3"
"Lakhimpur","Assam",2013,295,18,86,"295_2013",138725,0.21,19244625625,2669710689828125,"4.9%","32.0",0.585,"73.20%"
"Lakhimpur","Assam",2016,295,18,83.5714285714286,"295_2016",179632,0.21,32267655424,5796303479123968,"26.3%","32.0",0.606,"72.2"
"Lakhimpur","Assam",2007,295,18,80.6833333333333,"295_2007",52968,0.21,2805609024,148607498783232,"3.50%","34.4",0.543,"63.3"
"Lakhimpur","Assam",2009,295,18,123.375,"295_2009",61294,0.21,3756954436,230278765200184,"4.9%","37.9",0.551,"73.20%"
"Lakhimpur","Assam",2015,295,18,64.4,"295_2015",167629,0.21,28099481641,4710288007999189,"26.3%","32.0",0.599,"72.2"
"Latur","Maharashtra",2006,481,27,281.25,"481_2006",481983,0.24,232307612289,111968319893889088,"3.80%","38.1",0.608,"76.9"
"Latur","Maharashtra",2002,481,27,339.058823529412,"481_2002",232994,0.24,54286204036,12648359823163784,"5.10%","25",0.565,"76.9"
"Latur","Maharashtra",2013,481,27,156.9375,"481_2013",1267551,0.24,1606685537601,2036555859871685120,"1.0%","17.4",0.667,"82.90%"
"Latur","Maharashtra",2001,481,27,305.071428571429,"481_2001",217963,0.24,47507869369,10354957731275346,"5.10%","25",0.557,"76.9"
"Latur","Maharashtra",2007,481,27,318.571428571429,"481_2007",538081,0.24,289531162561,155791217481985440,"3.80%","38.1",0.617,"76.9"
"Latur","Maharashtra",2015,481,27,296,"481_2015",1452513,0.24,2109794015169,3064503234355169792,"24.0%","17.4",0.683,"82.3"
"Latur","Maharashtra",2005,481,27,325.625,"481_2005",423632,0.24,179464071424,76026723505491968,"3.80%","38.1",0.598,"76.9"
"Latur","Maharashtra",2009,481,27,279.866666666667,"481_2009",599338,0.24,359206038244,215285828549082464,"1.0%","24.5",0.629,"82.90%"
"Latur","Maharashtra",2004,481,27,319.6,"481_2004",370023,0.24,136917020529,50662446687202168,"3.80%","38.1",0.589,"76.9"
"Latur","Maharashtra",2017,481,27,344.00348,"481_2017",1661065,0.24,2759136934225,4583105791648449536,"24.0%","17.4",0.696,"82.3"
"Latur","Maharashtra",2011,481,27,240.352941176471,"481_2011",1126595,0.24,1269216294025,1429892730767094784,"1.0%","17.4",0.652,"82.90%"
"Latur","Maharashtra",2012,481,27,303.681818181818,"481_2012",1189711,0.24,1415412263521,1683931539445832448,"1.0%","17.4",0.662,"82.90%"
"Latur","Maharashtra",2014,481,27,300.426666666667,"481_2014",1345341,0.24,1809942406281,2434989726808486912,"24.0%","17.4",0.676,"82.3"
"Latur","Maharashtra",2000,481,27,167.55,"481_2000",210526,0.24,44321196676,9330764251411576,"5.10%","25",0.552,"76.9"
"Latur","Maharashtra",2016,481,27,213.454545454545,"481_2016",1596121,0.24,2547602246641,4066281445510879744,"24.0%","17.4",0.69,"82.3"
"Latur","Maharashtra",2018,481,27,491.219444444444,"481_2018",1728578,0.24,2987981902084,5164959780340556800,"24.0%","17.4",0.699,"82.3"
"Latur","Maharashtra",2008,481,27,136.741666666667,"481_2008",546533,0.24,298698320089,163248488973201440,"3.80%","38.1",0.624,"76.9"
"Lohardaga","Jharkhand",2013,336,20,245,"336_2013",150609,0.24,22683070881,3416274622316529,"1.6%","37.0",0.571,"67.60%"
"Lohardaga","Jharkhand",2008,336,20,124.333333333333,"336_2008",60472,0.24,3656862784,221137806274048,"19.30%","45.3",0.577,"53.6"
"Lohardaga","Jharkhand",2004,336,20,220,"336_2004",53056,0.24,2814939136,149349410799616,"19.30%","45.3",0.576,"53.6"
"Lohardaga","Jharkhand",2009,336,20,135.4,"336_2009",66465,0.24,4417596225,293615533094625,"1.6%","39.1",0.569,"67.60%"
"Lohardaga","Jharkhand",2006,336,20,112,"336_2006",51527,0.24,2655031729,136805819900183,"19.30%","45.3",0.588,"53.6"
"Lohardaga","Jharkhand",2001,336,20,88.5,"336_2001",28500,0.24,812250000,2.3149125e+13,"1.00%",".",0.556,"53.6"
"Lohardaga","Jharkhand",2010,336,20,152.25,"336_2010",76134,0.24,5796385956,441302048374104,"1.6%","39.1",0.567,"67.60%"
"Lohardaga","Jharkhand",2012,336,20,225.714285714286,"336_2012",149526,0.24,22358024676,3343105997703576,"1.6%","37.0",0.567,"67.60%"
"Lohardaga","Jharkhand",2007,336,20,327.366666666667,"336_2007",63005,0.24,3969630025,250106539725125,"19.30%","45.3",0.583,"53.6"
"Lohardaga","Jharkhand",2011,336,20,181.25,"336_2011",137383,0.24,18874088689,2592978926360887,"1.6%","37.0",0.569,"67.60%"
"Lucknow","Uttar Pradesh",2000,162,9,264.7,"162_2000",160015,0.42,25604800225,4097152108003375,"16.40%","31.2",0.456,"56.3"
"Lucknow","Uttar Pradesh",2018,162,9,267.427166666667,"162_2018",949184,0.42,900950265856,855167577146261504,"26.4%","29.4",0.6,"67.7"
"Lucknow","Uttar Pradesh",2016,162,9,295.428571428571,"162_2016",888453,0.42,789348733209,701299250065735680,"26.4%","29.4",0.588,"67.7"
"Lucknow","Uttar Pradesh",2004,162,9,393.777777777778,"162_2004",231029,0.42,53374398841,12331033989837390,"37.70%","40.9",0.489,"56.3"
"Lucknow","Uttar Pradesh",2001,162,9,302.333333333333,"162_2001",162926,0.42,26544881476,4324851359358776,"16.40%","31.2",0.461,"56.3"
"Ludhiana","Punjab",2015,36,3,223.706666666667,"36_2015",294895,0.29,86963061025,25644971880967376,"1.8%","8.3",0.706,"75.8"
"Ludhiana","Punjab",2006,36,3,330.2,"36_2006",100072,0.29,10014405184,1002161555573248,"3.40%","20.9",0.619,"69.7"
"Ludhiana","Punjab",2005,36,3,328.6,"36_2005",90330,0.29,8159508900,737048438937000,"3.40%","20.9",0.611,"69.7"
"Ludhiana","Punjab",2016,36,3,254.333333333333,"36_2016",315783,0.29,99718903089,31489534374153688,"1.8%","8.3",0.717,"75.8"
"Ludhiana","Punjab",2008,36,3,277.666666666667,"36_2008",114766,0.29,13171234756,1511609928007096,"3.40%","20.9",0.636,"69.7"
"Ludhiana","Punjab",2009,36,3,409.4,"36_2009",122097,0.29,14907677409,1820182688606673,"13.4%","15.9",0.641,"76.70%"
"Ludhiana","Punjab",2017,36,3,458.944444444444,"36_2017",335057,0.29,112263193249,37614568740430192,"1.8%","8.3",0.716,"75.8"
"Ludhiana","Punjab",2010,36,3,286.5,"36_2010",129983,0.29,16895580289,2196138212705087,"13.4%","15.9",0.651,"76.70%"
"Ludhiana","Punjab",2018,36,3,410.619047619048,"36_2018",353942,0.29,125274939364,44340062588372888,"1.8%","8.3",0.712,"75.8"
"Ludhiana","Punjab",2007,36,3,323.333333333333,"36_2007",108738,0.29,11823952644,1285712962603272,"3.40%","20.9",0.628,"69.7"
"Ludhiana","Punjab",2001,36,3,298,"36_2001",63995,0.29,4095360025,262082564799875,"15.60%","6.2",0.577,"69.7"
"Ludhiana","Punjab",2012,36,3,302,"36_2012",251813,0.29,63409786969,15967408686024796,"13.4%","8.3",0.675,"76.70%"
"Ludhiana","Punjab",2014,36,3,323.705882352941,"36_2014",278485,0.29,77553895225,21597596511734124,"1.8%","8.3",0.696,"75.8"
"Ludhiana","Punjab",2004,36,3,266,"36_2004",86108,0.29,7414587664,638455314571712,"3.40%","20.9",0.603,"69.7"
"Ludhiana","Punjab",2013,36,3,247.307692307692,"36_2013",267515,0.29,71564275225,19144517086815876,"13.4%","8.3",0.684,"76.70%"
"Ludhiana","Punjab",2000,36,3,297.444444444444,"36_2000",63172,0.29,3990701584,252100600464448,"15.60%","6.2",0.573,"69.7"
"Madhepura","Bihar",2008,205,10,189.666666666667,"205_2008",97284,0.22,9464176656,920712961802304,"10.10%","54.4",0.492,"47"
"Madhepura","Bihar",2005,205,10,244,"205_2005",68419,0.22,4681159561,320280256004059,"10.10%","54.4",0.465,"47"
"Madhepura","Bihar",2016,205,10,298.878571428571,"205_2016",289265,0.22,83674240225,24204029098684624,"5.4%","33.7",0.568,"61.8"
"Madhepura","Bihar",2012,205,10,378,"205_2012",236933,0.22,56137246489,13300766222378236,"23.5%","33.7",0.531,"63.80%"
"Madhepura","Bihar",2013,205,10,230.783333333333,"205_2013",246915,0.22,60967017225,15053671058110876,"23.5%","33.7",0.538,"63.80%"
"Madhepura","Bihar",2007,205,10,274.5,"205_2007",84415,0.22,7125892225,601532192173375,"10.10%","54.4",0.483,"47"
"Madhepura","Bihar",2011,205,10,226.8,"205_2011",228497,0.22,52210879009,11930029220919474,"23.5%","33.7",0.521,"63.80%"
"Madhepura","Bihar",2009,205,10,140.5,"205_2009",101938,0.22,10391355844,1059274032025672,"23.5%","53.5",0.498,"63.80%"
"Madhubani","Bihar",2011,206,10,316.11,"206_2011",228497,0.25,52210879009,11930029220919474,"1.8%","33.7",0.521,"63.80%"
"Madhubani","Bihar",2012,206,10,269.685714285714,"206_2012",236933,0.25,56137246489,13300766222378236,"1.8%","33.7",0.531,"63.80%"
"Madhubani","Bihar",2008,206,10,383.2,"206_2008",97284,0.25,9464176656,920712961802304,"12.50%","54.4",0.492,"47"
"Madhubani","Bihar",2007,206,10,363,"206_2007",84415,0.25,7125892225,601532192173375,"12.50%","54.4",0.483,"47"
"Madhubani","Bihar",2010,206,10,439.333333333333,"206_2010",117503,0.25,13806955009,1622358634422527,"1.8%","53.5",0.508,"63.80%"
"Madhubani","Bihar",2016,206,10,129.15,"206_2016",289265,0.25,83674240225,24204029098684624,"2.4%","33.7",0.568,"61.8"
"Madhubani","Bihar",2009,206,10,368,"206_2009",101938,0.25,10391355844,1059274032025672,"1.8%","53.5",0.498,"63.80%"
"Madhubani","Bihar",2004,206,10,460.5,"206_2004",70167,0.25,4923407889,345460761347463,"12.50%","54.4",0.457,"47"
"Madhubani","Bihar",2013,206,10,359.96,"206_2013",246915,0.25,60967017225,15053671058110876,"1.8%","33.7",0.538,"63.80%"
"Madhubani","Bihar",2005,206,10,281,"206_2005",68419,0.25,4681159561,320280256004059,"12.50%","54.4",0.465,"47"
"Madhubani","Bihar",2001,206,10,268.5,"206_2001",50579,0.25,2558235241,129392980254539,"8.70%","42.6",0.434,"47"
"Madhubani","Bihar",2006,206,10,319.333333333333,"206_2006",80260,0.25,6441667600,517008241576000,"12.50%","54.4",0.473,"47"
"Madurai","Tamil Nadu",2014,578,33,414.714285714286,"578_2014",791915,0.28,627129367225,496633152845985856,"20.2%","11.3",0.684,"80.1"
"Madurai","Tamil Nadu",2010,578,33,549,"578_2010",359961,0.28,129571921521,46640838442620680,"17.8%","17.1",0.641,"80.30%"
"Madurai","Tamil Nadu",2006,578,33,367.75,"578_2006",256286,0.28,65682513796,16833508730721656,"18.00%","28.9",0.609,"73.5"
"Madurai","Tamil Nadu",2005,578,33,658.666666666667,"578_2005",221588,0.28,49101241744,10880245955569472,"18.00%","28.9",0.596,"73.5"
"Madurai","Tamil Nadu",2000,578,33,416.833333333333,"578_2000",126349,0.28,15964069801,2017044255286549,"5.00%","21.1",0.537,"73.5"
"Madurai","Tamil Nadu",2009,578,33,427.8,"578_2009",316760,0.28,100336897600,31782715683776000,"17.8%","17.1",0.631,"80.30%"
"Madurai","Tamil Nadu",2002,578,33,454.25,"578_2002",124521,0.28,15505479441,1930757805472761,"5.00%","21.1",0.554,"73.5"
"Madurai","Tamil Nadu",2016,578,33,426.052727272727,"578_2016",922084,0.28,850238903056,783991688685488640,"20.2%","11.3",0.702,"80.1"
"Madurai","Tamil Nadu",2017,578,33,468.451818181818,"578_2017",1000308,0.28,1000616094864,1000924284621218176,"20.2%","11.3",0.703,"80.1"
"Madurai","Tamil Nadu",2015,578,33,544.714285714286,"578_2015",862437,0.28,743797578969,641478552613287424,"20.2%","11.3",0.693,"80.1"
"Madurai","Tamil Nadu",2001,578,33,416.230769230769,"578_2001",123901,0.28,15351457801,1902060973001701,"5.00%","21.1",0.545,"73.5"
"Madurai","Tamil Nadu",2004,578,33,412.4,"578_2004",193645,0.28,37498386025,7261374961811125,"18.00%","28.9",0.583,"73.5"
"Madurai","Tamil Nadu",2018,578,33,509.662285714286,"578_2018",1071602,0.28,1148330846404,1230553631668219136,"20.2%","11.3",0.702,"80.1"
"Madurai","Tamil Nadu",2011,578,33,412.4,"578_2011",674478,0.28,454920572484,306833917887863360,"17.8%","11.3",0.656,"80.30%"
"Madurai","Tamil Nadu",2007,578,33,521.5,"578_2007",272340,0.28,74169075600,20199206048904000,"18.00%","28.9",0.618,"73.5"
"Maharajganj","Uttar Pradesh",2001,164,9,298.8,"164_2001",162926,0.26,26544881476,4324851359358776,"14.60%","31.2",0.461,"56.3"
"Maharajganj","Uttar Pradesh",2018,164,9,235.675333333333,"164_2018",949184,0.26,900950265856,855167577146261504,"22.8%","29.4",0.6,"67.7"
"Maharajganj","Uttar Pradesh",2004,164,9,225.8,"164_2004",231029,0.26,53374398841,12331033989837390,"8.70%","40.9",0.489,"56.3"
"Maharajganj","Uttar Pradesh",2016,164,9,372.5,"164_2016",888453,0.26,789348733209,701299250065735680,"22.8%","29.4",0.588,"67.7"
"Maharajganj","Uttar Pradesh",2000,164,9,338.6,"164_2000",160015,0.26,25604800225,4097152108003375,"14.60%","31.2",0.456,"56.3"
"Mahendragarh","Haryana",2000,69,6,356.111111111111,"69_2000",51090,0.25,2610188100,133354510029000,"18.50%","8.7",0.543,"57.9"
"Mahendragarh","Haryana",2002,69,6,476.333333333333,"69_2002",58410,0.25,3411728100,199279038321000,"18.50%","8.7",0.555,"57.9"
"Mahendragarh","Haryana",2008,69,6,383.25,"69_2008",121588,0.25,14783641744,1797513432369472,"24.80%","24.1",0.613,"57.9"
"Mahendragarh","Haryana",2004,69,6,314,"69_2004",86222,0.25,7434233284,640994462213048,"24.80%","24.1",0.577,"57.9"
"Mahendragarh","Haryana",2007,69,6,433.2,"69_2007",112896,0.25,12745506816,1438916737499136,"24.80%","24.1",0.606,"57.9"
"Mahendragarh","Haryana",2005,69,6,344.333333333333,"69_2005",94011,0.25,8838068121,830875622123331,"24.80%","24.1",0.587,"57.9"
"Mahendragarh","Haryana",2006,69,6,508.666666666667,"69_2006",104700,0.25,10962090000,1.147730823e+15,"24.80%","24.1",0.596,"57.9"
"Mahendragarh","Haryana",2001,69,6,331.5,"69_2001",55036,0.25,3028961296,166701913886656,"18.50%","8.7",0.548,"57.9"
"Mahesana","Gujarat",2014,451,24,583.928571428571,"451_2014",705629,0.32,497912285641,351341348204573184,"20.8%","16.6",0.642,"78"
"Mahesana","Gujarat",2015,451,24,569.2,"451_2015",774775,0.32,600276300625,465079070816734400,"20.8%","16.6",0.654,"78"
"Mahesana","Gujarat",2018,451,24,463.5,"451_2018",1034399,0.32,1069981291201,1106787577637023232,"20.8%","16.6",0.657,"78"
"Mahesana","Gujarat",2012,451,24,456.3,"451_2012",596659,0.32,356001962281,212411774812619168,"3.2%","16.6",0.618,"79.30%"
"Mahesana","Gujarat",2016,451,24,567.764705882353,"451_2016",843930,0.32,712217844900,601062005846456960,"20.8%","16.6",0.666,"78"
"Mahesana","Gujarat",2009,451,24,472.75,"451_2009",284732,0.32,81072311824,23083881490271168,"3.2%","23.0",0.592,"79.30%"
"Mahesana","Gujarat",2010,451,24,552.769230769231,"451_2010",315892,0.32,99787755664,31522153712212288,"3.2%","23.0",0.599,"79.30%"
"Mahesana","Gujarat",2011,451,24,540.285714285714,"451_2011",532809,0.32,283885430481,151256712329151136,"3.2%","16.6",0.611,"79.30%"
"Mahesana","Gujarat",2017,451,24,421.307692307692,"451_2017",946511,0.32,895883073121,847963183422830848,"20.8%","16.6",0.662,"78"
"Mahesana","Gujarat",2013,451,24,560.909090909091,"451_2013",641489,0.32,411508137121,263977943373613184,"3.2%","16.6",0.628,"79.30%"
"Mainpuri","Uttar Pradesh",2000,166,9,338,"166_2000",160015,0.25,25604800225,4097152108003375,"4.80%","31.2",0.456,"56.3"
"Mainpuri","Uttar Pradesh",2018,166,9,370.066666666667,"166_2018",949184,0.25,900950265856,855167577146261504,"36.5%","29.4",0.6,"67.7"
"Mainpuri","Uttar Pradesh",2016,166,9,176.5,"166_2016",888453,0.25,789348733209,701299250065735680,"36.5%","29.4",0.588,"67.7"
"Malappuram","Kerala",2017,562,32,97.227027027027,"562_2017",473182,0.37,223901205124,105946020042984560,"22.8%","7.1",0.774,"94"
"Malappuram","Kerala",2010,562,32,48.2052631578947,"562_2010",167178,0.37,27948483684,4672371605323752,"14.7%","12.0",0.709,"93.90%"
"Malappuram","Kerala",2018,562,32,69.9,"562_2018",510787,0.37,260903359369,133266044222013408,"22.8%","7.1",0.771,"94"
"Malappuram","Kerala",2016,562,32,104.406060606061,"562_2016",443615,0.37,196794268225,87300889298633376,"22.8%","7.1",0.774,"94"
"Malappuram","Kerala",2011,562,32,39.1041666666667,"562_2011",328021,0.37,107597776441,35294330225953260,"14.7%","7.1",0.721,"93.90%"
"Malappuram","Kerala",2015,562,32,69.8333333333333,"562_2015",411150,0.37,169044322500,69502573195875000,"22.8%","7.1",0.763,"94"
"Mandi","Himachal Pradesh",2007,22,2,235.142857142857,"22_2007",26362,0.24,694955044,18320404869928,"10.00%","22.9",0.656,"76.5"
"Mandi","Himachal Pradesh",2010,22,2,157.75,"22_2010",31590,0.24,997928100,31524548679000,"2.0%","9.5",0.661,"83.80%"
"Mandi","Himachal Pradesh",2002,22,2,200.333333333333,"22_2002",14617,0.24,213656689,3123019823113,"24.80%","7.6",0.6,"76.5"
"Mandi","Himachal Pradesh",2005,22,2,197.666666666667,"22_2005",23009,0.24,529414081,12181288589729,"10.00%","22.9",0.641,"76.5"
"Mandi","Himachal Pradesh",2004,22,2,255.555555555556,"22_2004",21189,0.24,448973721,9513304174269,"10.00%","22.9",0.629,"76.5"
"Mandi","Himachal Pradesh",2018,22,2,127.333333333333,"22_2018",93525,0.24,8746925625,818056219078125,"5.5%","8.1",0.719,"82.8"
"Mandi","Himachal Pradesh",2009,22,2,277.888888888889,"22_2009",29149,0.24,849664201,24766861794949,"2.0%","9.5",0.657,"83.80%"
"Mandi","Himachal Pradesh",2014,22,2,135.333333333333,"22_2014",69398,0.24,4816082404,334226486672792,"5.5%","8.1",0.697,"82.8"
"Mandi","Himachal Pradesh",2008,22,2,242.222222222222,"22_2008",27649,0.24,764467201,21136753640449,"10.00%","22.9",0.657,"76.5"
"Mandi","Himachal Pradesh",2012,22,2,143.5,"22_2012",60536,0.24,3664607296,221840667270656,"2.0%","8.1",0.675,"83.80%"
"Mandi","Himachal Pradesh",2006,22,2,196.666666666667,"22_2006",24819,0.24,615982761,15288076145259,"10.00%","22.9",0.653,"76.5"
"Mandi","Himachal Pradesh",2003,22,2,173.666666666667,"22_2003",15596,0.24,243235216,3793496428736,"24.80%","7.6",0.617,"76.5"
"Mandi","Himachal Pradesh",2011,22,2,168.888888888889,"22_2011",33955,0.24,1152942025,39148146458875,"2.0%","8.1",0.67,"83.80%"
"Mandi","Himachal Pradesh",2015,22,2,138,"22_2015",74553,0.24,5558149809,414376742710377,"5.5%","8.1",0.707,"82.8"
"Mandla","Madhya Pradesh",2012,415,23,202.125,"415_2012",306853,0.23,94158763609,28892899089712476,"7.6%","31.7",0.551,"70.60%"
"Mandla","Madhya Pradesh",2007,415,23,221.259259259259,"415_2007",119958,0.23,14389921764,1726186234965912,"11.00%","48.6",0.513,"63.7"
"Mandla","Madhya Pradesh",2016,415,23,195.741935483871,"415_2016",419465,0.23,175950886225,73805238490369632,"9.1%","31.7",0.597,"69.3"
"Mandla","Madhya Pradesh",2010,415,23,256.782608695652,"415_2010",155701,0.23,24242801401,3774628420937101,"7.6%","36.7",0.531,"70.60%"
"Mandla","Madhya Pradesh",2014,415,23,300.161290322581,"415_2014",339247,0.23,115088527009,39043437522222224,"9.1%","31.7",0.574,"69.3"
"Mandla","Madhya Pradesh",2011,415,23,272.416666666667,"415_2011",282371,0.23,79733381641,22514394707350812,"7.6%","31.7",0.543,"70.60%"
"Mandla","Madhya Pradesh",2009,415,23,232.304347826087,"415_2009",147933,0.23,21884172489,3237391288815237,"7.6%","36.7",0.522,"70.60%"
