country,state,district,yearcode,dyid,road_sum
India,Maharashtra,Jalgaon,2013,Jalgaon2013,41.66
India,Maharashtra,Jalna,2012,Jalna2012,14.75
India,Rajasthan,Jalore,2011,Jalore2011,211.555
India,Rajasthan,Jalore,2012,Jalore2012,141.925
India,Rajasthan,Jalore,2013,Jalore2013,519.63
India,Rajasthan,Jalore,2016,Jalore2016,364.475
India,West Bengal,Jalpaiguri,2011,Jalpaiguri2011,43.11
India,West Bengal,Jalpaiguri,2012,Jalpaiguri2012,65.275
India,West Bengal,Jalpaiguri,2013,Jalpaiguri2013,93.477
India,West Bengal,Jalpaiguri,2016,Jalpaiguri2016,212.75
India,West Bengal,Jalpaiguri,2017,Jalpaiguri2017,105.661
India,West Bengal,Jalpaiguri,2018,Jalpaiguri2018,.
India,Jammu And Kashmir,Jammu,2011,Jammu2011,91.51
India,Jammu And Kashmir,Jammu,2016,Jammu2016,146.985
India,Jammu And Kashmir,Jammu,2018,Jammu2018,166.845
India,Gujarat,Jamnagar,2012,Jamnagar2012,4.85
India,Gujarat,Jamnagar,2013,Jamnagar2013,26.705
India,Jharkhand,Jamtara,2012,Jamtara2012,152.905
India,Jharkhand,Jamtara,2013,Jamtara2013,.
India,Jharkhand,Jamtara,2016,Jamtara2016,109.251
India,Bihar,Jamui,2011,Jamui2011,251.73
India,Bihar,Jamui,2013,Jamui2013,579.637
India,Bihar,Jamui,2016,Jamui2016,148.82
India,Bihar,Jamui,2017,Jamui2017,61.543
India,Bihar,Jamui,2018,Jamui2018,59.095
India,Bihar,Jamui,2020,Jamui2020,.
India,Telangana,Jangoan,2012,Jangoan2012,26.29
India,Telangana,Jangoan,2016,Jangoan2016,5.75
India,Chhattisgarh,Janjgir-Champa,2011,Janjgir-Champa2011,105.37
India,Chhattisgarh,Janjgir-Champa,2012,Janjgir-Champa2012,139.07
India,Chhattisgarh,Janjgir-Champa,2013,Janjgir-Champa2013,28.96
India,Chhattisgarh,Janjgir-Champa,2016,Janjgir-Champa2016,1.45
India,Chhattisgarh,Jashpur,2011,Jashpur2011,143.8
India,Chhattisgarh,Jashpur,2012,Jashpur2012,307.9
India,Chhattisgarh,Jashpur,2013,Jashpur2013,240.06
India,Chhattisgarh,Jashpur,2016,Jashpur2016,42.136
India,Uttar Pradesh,Jaunpur,2012,Jaunpur2012,200.805
India,Uttar Pradesh,Jaunpur,2018,Jaunpur2018,14.6
India,Telangana,Jayashankar Bhupalapally,2012,Jayashankar Bhupalapally2012,5.9
India,Telangana,Jayashankar Bhupalapally,2016,Jayashankar Bhupalapally2016,1.76
India,Telangana,Jayashankar Bhupalapally,2017,Jayashankar Bhupalapally2017,4.5
India,Bihar,Jehanabad,2011,Jehanabad2011,135.932
India,Bihar,Jehanabad,2012,Jehanabad2012,.
India,Bihar,Jehanabad,2013,Jehanabad2013,98.872
India,Bihar,Jehanabad,2016,Jehanabad2016,30.411
India,Bihar,Jehanabad,2017,Jehanabad2017,7.492
India,Bihar,Jehanabad,2018,Jehanabad2018,25.506
India,Madhya Pradesh,Jhabua,2012,Jhabua2012,230.95
India,Madhya Pradesh,Jhabua,2013,Jhabua2013,6.36
India,Madhya Pradesh,Jhabua,2015,Jhabua2015,2.2
India,Madhya Pradesh,Jhabua,2016,Jhabua2016,22.26
India,Madhya Pradesh,Jhabua,2017,Jhabua2017,62.7
India,Madhya Pradesh,Jhabua,2018,Jhabua2018,.
India,Rajasthan,Jhalawar,2011,Jhalawar2011,0.9
India,Rajasthan,Jhalawar,2012,Jhalawar2012,15.4
India,Uttar Pradesh,Jhansi,2012,Jhansi2012,67.32
India,Uttar Pradesh,Jhansi,2018,Jhansi2018,12.2
India,West Bengal,Jhargram,2011,Jhargram2011,50.33
India,West Bengal,Jhargram,2012,Jhargram2012,603.013
India,West Bengal,Jhargram,2013,Jhargram2013,366.631
India,West Bengal,Jhargram,2016,Jhargram2016,170.856
India,West Bengal,Jhargram,2017,Jhargram2017,223.547
India,West Bengal,Jhargram,2018,Jhargram2018,.
India,Odisha,Jharsuguda,2011,Jharsuguda2011,39.44
India,Odisha,Jharsuguda,2012,Jharsuguda2012,10.961
India,Odisha,Jharsuguda,2013,Jharsuguda2013,18.208
India,Odisha,Jharsuguda,2016,Jharsuguda2016,26.68
India,Odisha,Jharsuguda,2017,Jharsuguda2017,24.854
India,Odisha,Jharsuguda,2018,Jharsuguda2018,1.8
India,Rajasthan,Jhunjhunu,2011,Jhunjhunu2011,268
India,Rajasthan,Jhunjhunu,2012,Jhunjhunu2012,89.625
India,Rajasthan,Jhunjhunu,2013,Jhunjhunu2013,70.4
India,Rajasthan,Jhunjhunu,2016,Jhunjhunu2016,279.33
India,Manipur,Jiribam,2012,Jiribam2012,.
India,Manipur,Jiribam,2013,Jiribam2013,11.97
India,Manipur,Jiribam,2014,Jiribam2014,6.45
India,Manipur,Jiribam,2017,Jiribam2017,19.67
India,Rajasthan,Jodhpur,2011,Jodhpur2011,557.35
India,Rajasthan,Jodhpur,2012,Jodhpur2012,207.65
India,Rajasthan,Jodhpur,2013,Jodhpur2013,569.4
India,Rajasthan,Jodhpur,2016,Jodhpur2016,756.6
India,Assam,Jorhat,2012,Jorhat2012,46.531
India,Assam,Jorhat,2013,Jorhat2013,15.883
India,Assam,Jorhat,2016,Jorhat2016,22.98
India,Assam,Jorhat,2017,Jorhat2017,51.827
India,Assam,Jorhat,2018,Jorhat2018,73.785
India,Gujarat,Junagadh,2013,Junagadh2013,9.799999
India,Chhattisgarh,Kabirdham,2011,Kabirdham2011,115.36
India,Chhattisgarh,Kabirdham,2012,Kabirdham2012,303.76
India,Chhattisgarh,Kabirdham,2013,Kabirdham2013,.
India,Chhattisgarh,Kabirdham,2016,Kabirdham2016,13.13
India,Chhattisgarh,Kabirdham,2018,Kabirdham2018,.
India,Gujarat,Kachchh,2013,Kachchh2013,401.18
India,Bihar,Kaimur (Bhabua),2012,Kaimur (Bhabua)2012,64.244
India,Bihar,Kaimur (Bhabua),2013,Kaimur (Bhabua)2013,340.374
India,Bihar,Kaimur (Bhabua),2016,Kaimur (Bhabua)2016,224.395
India,Bihar,Kaimur (Bhabua),2017,Kaimur (Bhabua)2017,310.94
India,Bihar,Kaimur (Bhabua),2018,Kaimur (Bhabua)2018,57.65
India,Manipur,Kakching,2012,Kakching2012,.
India,Manipur,Kakching,2013,Kakching2013,24.3
India,Manipur,Kakching,2014,Kakching2014,75.8
India,Manipur,Kakching,2017,Kakching2017,25.1
India,Manipur,Kakching,2020,Kakching2020,.
India,Karnataka,Kalaburagi,2013,Kalaburagi2013,.
India,Odisha,Kalahandi,2011,Kalahandi2011,521.11
India,Odisha,Kalahandi,2012,Kalahandi2012,190.62
India,Odisha,Kalahandi,2013,Kalahandi2013,225.635
India,Odisha,Kalahandi,2016,Kalahandi2016,750.78
India,Odisha,Kalahandi,2017,Kalahandi2017,173.53
India,Odisha,Kalahandi,2018,Kalahandi2018,28.1
India,West Bengal,Kalimpong,2012,Kalimpong2012,75.6
India,West Bengal,Kalimpong,2013,Kalimpong2013,71.764
India,West Bengal,Kalimpong,2016,Kalimpong2016,88.177
India,West Bengal,Kalimpong,2017,Kalimpong2017,16.37
India,West Bengal,Kalimpong,2018,Kalimpong2018,.
India,Tamil Nadu,Kallakurichi,2012,Kallakurichi2012,117.9603
India,Tamil Nadu,Kallakurichi,2016,Kallakurichi2016,27.78536
India,Tamil Nadu,Kallakurichi,2018,Kallakurichi2018,26.34173
India,Telangana,Kamareddy,2016,Kamareddy2016,.
India,Manipur,Kamjong,2012,Kamjong2012,37.75
India,Manipur,Kamjong,2013,Kamjong2013,84.28
India,Manipur,Kamjong,2014,Kamjong2014,4.02
India,Manipur,Kamjong,2017,Kamjong2017,159.75
India,Manipur,Kamjong,2018,Kamjong2018,55.02
India,Manipur,Kamjong,2020,Kamjong2020,.
India,Arunachal Pradesh,Kamle,2013,Kamle2013,7.5
India,Arunachal Pradesh,Kamle,2016,Kamle2016,54.2
India,Arunachal Pradesh,Kamle,2018,Kamle2018,179.57
India,Assam,Kamrup,2012,Kamrup2012,36.516
India,Assam,Kamrup,2013,Kamrup2013,11.68
India,Assam,Kamrup,2016,Kamrup2016,24.728
India,Assam,Kamrup,2017,Kamrup2017,764.319
India,Assam,Kamrup,2018,Kamrup2018,33.775
India,Tamil Nadu,Kanchipuram,2012,Kanchipuram2012,93.998
India,Tamil Nadu,Kanchipuram,2014,Kanchipuram2014,98.441
India,Tamil Nadu,Kanchipuram,2018,Kanchipuram2018,4.37
India,Odisha,Kandhamal,2011,Kandhamal2011,27.1
India,Odisha,Kandhamal,2012,Kandhamal2012,184.38
India,Odisha,Kandhamal,2013,Kandhamal2013,97.34
India,Odisha,Kandhamal,2016,Kandhamal2016,638.272
India,Odisha,Kandhamal,2017,Kandhamal2017,137.24
India,Odisha,Kandhamal,2018,Kandhamal2018,23.69
India,Manipur,Kangpokpi,2012,Kangpokpi2012,.
India,Manipur,Kangpokpi,2013,Kangpokpi2013,.
India,Manipur,Kangpokpi,2014,Kangpokpi2014,.
India,Manipur,Kangpokpi,2017,Kangpokpi2017,.
India,Manipur,Kangpokpi,2018,Kangpokpi2018,.
India,Manipur,Kangpokpi,2020,Kangpokpi2020,.
India,Himachal Pradesh,Kangra,2011,Kangra2011,108.44
India,Himachal Pradesh,Kangra,2013,Kangra2013,80.765
India,Himachal Pradesh,Kangra,2014,Kangra2014,164.275
India,Himachal Pradesh,Kangra,2016,Kangra2016,286.16
India,Himachal Pradesh,Kangra,2017,Kangra2017,129.92
India,Himachal Pradesh,Kangra,2018,Kangra2018,399.275
India,Chhattisgarh,Kanker,2012,Kanker2012,104.465
India,Chhattisgarh,Kanker,2013,Kanker2013,16.85
India,Chhattisgarh,Kanker,2016,Kanker2016,417.334
India,Chhattisgarh,Kanker,2018,Kanker2018,612.22
India,Uttar Pradesh,Kannauj,2012,Kannauj2012,50.325
India,Uttar Pradesh,Kannauj,2018,Kannauj2018,12.15
India,Tamil Nadu,Kanniyakumari,2012,Kanniyakumari2012,22
India,Tamil Nadu,Kanniyakumari,2018,Kanniyakumari2018,7.395
India,Kerala,Kannur,2013,Kannur2013,78.71
India,Kerala,Kannur,2018,Kannur2018,16.597
India,Uttar Pradesh,Kanpur Dehat,2011,Kanpur Dehat2011,25.8
India,Uttar Pradesh,Kanpur Dehat,2012,Kanpur Dehat2012,90.025
India,Uttar Pradesh,Kanpur Nagar,2012,Kanpur Nagar2012,90.87
India,Punjab,Kapurthala,2012,Kapurthala2012,40.52
India,Punjab,Kapurthala,2013,Kapurthala2013,7.6
India,Punjab,Kapurthala,2014,Kapurthala2014,6.75
India,Rajasthan,Karauli,2011,Karauli2011,5.4
India,Rajasthan,Karauli,2012,Karauli2012,174.005
India,Rajasthan,Karauli,2017,Karauli2017,.
India,Assam,Karbi Anglong,2012,Karbi Anglong2012,3.75
India,Assam,Karbi Anglong,2013,Karbi Anglong2013,17.236
India,Assam,Karbi Anglong,2017,Karbi Anglong2017,146.234
India,Assam,Karbi Anglong,2018,Karbi Anglong2018,226.955
India,Ladakh,Kargil,2012,Kargil2012,27.63
India,Ladakh,Kargil,2016,Kargil2016,67.69
India,Ladakh,Kargil,2018,Kargil2018,149.44
India,Assam,Karimganj,2012,Karimganj2012,18
India,Assam,Karimganj,2013,Karimganj2013,11.624
India,Assam,Karimganj,2016,Karimganj2016,13.799
India,Assam,Karimganj,2017,Karimganj2017,384.605
India,Assam,Karimganj,2018,Karimganj2018,61.027
India,Telangana,Karimnagar,2016,Karimnagar2016,5.92
India,Tamil Nadu,Karur,2012,Karur2012,44.55
India,Tamil Nadu,Karur,2014,Karur2014,84.54
India,Tamil Nadu,Karur,2016,Karur2016,48.955
India,Tamil Nadu,Karur,2018,Karur2018,22.695
India,Kerala,Kasaragod,2013,Kasaragod2013,78.71
India,Kerala,Kasaragod,2018,Kasaragod2018,5.15
India,Uttar Pradesh,Kasganj,2011,Kasganj2011,10.37
India,Uttar Pradesh,Kasganj,2012,Kasganj2012,61.98
India,Uttar Pradesh,Kasganj,2018,Kasganj2018,6.91
India,Jammu And Kashmir,Kathua,2011,Kathua2011,49.385
India,Jammu And Kashmir,Kathua,2012,Kathua2012,47.62
India,Jammu And Kashmir,Kathua,2016,Kathua2016,537.888
India,Jammu And Kashmir,Kathua,2017,Kathua2017,77
India,Jammu And Kashmir,Kathua,2018,Kathua2018,569.09
India,Bihar,Katihar,2012,Katihar2012,38.397
India,Bihar,Katihar,2013,Katihar2013,249.607
India,Bihar,Katihar,2016,Katihar2016,227.796
India,Bihar,Katihar,2017,Katihar2017,18.66
India,Bihar,Katihar,2018,Katihar2018,.
India,Bihar,Katihar,2020,Katihar2020,.
India,Madhya Pradesh,Katni,2011,Katni2011,50.83
India,Madhya Pradesh,Katni,2012,Katni2012,99.871
India,Madhya Pradesh,Katni,2013,Katni2013,44.75
India,Madhya Pradesh,Katni,2015,Katni2015,107.485
India,Madhya Pradesh,Katni,2016,Katni2016,40.14
India,Madhya Pradesh,Katni,2017,Katni2017,13.95
India,Madhya Pradesh,Katni,2018,Katni2018,.
India,Uttar Pradesh,Kaushambi,2012,Kaushambi2012,47.25
India,Odisha,Kendrapara,2011,Kendrapara2011,19.05
India,Odisha,Kendrapara,2012,Kendrapara2012,233.95
India,Odisha,Kendrapara,2013,Kendrapara2013,129.672
India,Odisha,Kendrapara,2016,Kendrapara2016,172.06
India,Odisha,Kendrapara,2017,Kendrapara2017,206.114
India,Odisha,Kendrapara,2018,Kendrapara2018,1.38
India,Odisha,Kendujhar,2011,Kendujhar2011,316.04
India,Odisha,Kendujhar,2012,Kendujhar2012,167.38
India,Odisha,Kendujhar,2013,Kendujhar2013,226.912
India,Odisha,Kendujhar,2016,Kendujhar2016,247.17
India,Odisha,Kendujhar,2017,Kendujhar2017,197.2
India,Odisha,Kendujhar,2018,Kendujhar2018,12.7
India,Bihar,Khagaria,2012,Khagaria2012,42.036
India,Bihar,Khagaria,2013,Khagaria2013,84.958
India,Bihar,Khagaria,2016,Khagaria2016,50.701
India,Bihar,Khagaria,2017,Khagaria2017,39.431
India,Bihar,Khagaria,2018,Khagaria2018,.
India,Telangana,Khammam,2016,Khammam2016,.
India,Telangana,Khammam,2017,Khammam2017,3.166
India,Madhya Pradesh,Khargone,2012,Khargone2012,181.01
India,Madhya Pradesh,Khargone,2013,Khargone2013,51.69
India,Madhya Pradesh,Khargone,2015,Khargone2015,18.075
India,Madhya Pradesh,Khargone,2016,Khargone2016,6.55
India,Madhya Pradesh,Khargone,2017,Khargone2017,16.33
India,Madhya Pradesh,Khargone,2018,Khargone2018,.
India,Gujarat,Kheda,2013,Kheda2013,85.49
India,Uttar Pradesh,Kheri,2011,Kheri2011,59.305
India,Uttar Pradesh,Kheri,2012,Kheri2012,213.9
India,Uttar Pradesh,Kheri,2018,Kheri2018,15.3
India,Odisha,Khordha,2011,Khordha2011,76.36
India,Odisha,Khordha,2012,Khordha2012,52.895
India,Odisha,Khordha,2013,Khordha2013,79.565
India,Odisha,Khordha,2016,Khordha2016,115.27
India,Odisha,Khordha,2017,Khordha2017,98.798
India,Odisha,Khordha,2018,Khordha2018,36.91
India,Tripura,Khowai,2011,Khowai2011,29.025
India,Tripura,Khowai,2013,Khowai2013,132.548
India,Tripura,Khowai,2016,Khowai2016,28.09
India,Jharkhand,Khunti,2012,Khunti2012,251.266
India,Jharkhand,Khunti,2013,Khunti2013,.
India,Jharkhand,Khunti,2016,Khunti2016,144.753
India,Jharkhand,Khunti,2017,Khunti2017,96.306
India,Jharkhand,Khunti,2018,Khunti2018,38.68
India,Himachal Pradesh,Kinnaur,2016,Kinnaur2016,74.405
India,Himachal Pradesh,Kinnaur,2017,Kinnaur2017,45.11
India,Himachal Pradesh,Kinnaur,2018,Kinnaur2018,26.63
India,Nagaland,Kiphire,2011,Kiphire2011,75.5
India,Nagaland,Kiphire,2017,Kiphire2017,.
India,Nagaland,Kiphire,2018,Kiphire2018,10
India,Bihar,Kishanganj,2012,Kishanganj2012,109.242
India,Bihar,Kishanganj,2013,Kishanganj2013,258.804
India,Bihar,Kishanganj,2016,Kishanganj2016,133.957
India,Bihar,Kishanganj,2017,Kishanganj2017,24.987
India,Bihar,Kishanganj,2018,Kishanganj2018,.
India,Jammu And Kashmir,Kishtwar,2011,Kishtwar2011,72.05
India,Jammu And Kashmir,Kishtwar,2012,Kishtwar2012,121.5
India,Jammu And Kashmir,Kishtwar,2016,Kishtwar2016,243.04
India,Jammu And Kashmir,Kishtwar,2017,Kishtwar2017,191.05
India,Jammu And Kashmir,Kishtwar,2018,Kishtwar2018,313.98
India,Karnataka,Kodagu,2013,Kodagu2013,.
India,Jharkhand,Koderma,2012,Koderma2012,62.71
India,Jharkhand,Koderma,2013,Koderma2013,37.7
India,Jharkhand,Koderma,2016,Koderma2016,55.352
India,Jharkhand,Koderma,2017,Koderma2017,29.679
India,Jharkhand,Koderma,2018,Koderma2018,9.65
India,Nagaland,Kohima,2017,Kohima2017,.
India,Nagaland,Kohima,2018,Kohima2018,4.5
India,Assam,Kokrajhar,2012,Kokrajhar2012,39.14154
India,Assam,Kokrajhar,2013,Kokrajhar2013,62.47426
India,Assam,Kokrajhar,2016,Kokrajhar2016,36.82
India,Assam,Kokrajhar,2017,Kokrajhar2017,68.65768
India,Assam,Kokrajhar,2018,Kokrajhar2018,7.603177
India,Mizoram,Kolasib,2013,Kolasib2013,6.9
India,Mizoram,Kolasib,2017,Kolasib2017,17.56
India,Mizoram,Kolasib,2018,Kolasib2018,12.57
India,Maharashtra,Kolhapur,2012,Kolhapur2012,4.3
India,Kerala,Kollam,2013,Kollam2013,50.277
India,Kerala,Kollam,2018,Kollam2018,5.652
India,Chhattisgarh,Kondagaon,2012,Kondagaon2012,119.34
India,Chhattisgarh,Kondagaon,2013,Kondagaon2013,.
India,Chhattisgarh,Kondagaon,2016,Kondagaon2016,227.48
India,Chhattisgarh,Kondagaon,2018,Kondagaon2018,25.28
India,Karnataka,Koppal,2013,Koppal2013,7.1
India,Odisha,Koraput,2011,Koraput2011,246.78
India,Odisha,Koraput,2012,Koraput2012,107.83
India,Odisha,Koraput,2013,Koraput2013,261.205
India,Odisha,Koraput,2016,Koraput2016,1282.283
India,Odisha,Koraput,2017,Koraput2017,372.81
India,Odisha,Koraput,2018,Koraput2018,148.51
India,Chhattisgarh,Korba,2011,Korba2011,148.12
India,Chhattisgarh,Korba,2012,Korba2012,214.53
India,Chhattisgarh,Korba,2013,Korba2013,123.05
India,Chhattisgarh,Korba,2016,Korba2016,5.85
India,Chhattisgarh,Korea,2011,Korea2011,90.23
India,Chhattisgarh,Korea,2012,Korea2012,150.71
India,Chhattisgarh,Korea,2013,Korea2013,.
India,Chhattisgarh,Korea,2016,Korea2016,11.9
India,Chhattisgarh,Korea,2018,Korea2018,.
India,Rajasthan,Kota,2012,Kota2012,14
India,Kerala,Kottayam,2013,Kottayam2013,47.206
India,Kerala,Kottayam,2018,Kottayam2018,12.175
India,Kerala,Kozhikode,2013,Kozhikode2013,45.547
India,Kerala,Kozhikode,2018,Kozhikode2018,17.67
India,Arunachal Pradesh,Kra Daadi,2013,Kra Daadi2013,137.27
India,Arunachal Pradesh,Kra Daadi,2016,Kra Daadi2016,121.1
India,Arunachal Pradesh,Kra Daadi,2017,Kra Daadi2017,114.22
India,Arunachal Pradesh,Kra Daadi,2018,Kra Daadi2018,655.022
India,Andhra Pradesh,Krishna,2017,Krishna2017,.
India,Tamil Nadu,Krishnagiri,2012,Krishnagiri2012,49.796
India,Tamil Nadu,Krishnagiri,2016,Krishnagiri2016,19.395
India,Tamil Nadu,Krishnagiri,2018,Krishnagiri2018,55.745
India,Jammu And Kashmir,Kulgam,2011,Kulgam2011,33.45
India,Jammu And Kashmir,Kulgam,2016,Kulgam2016,54.76
India,Jammu And Kashmir,Kulgam,2017,Kulgam2017,3.7
India,Jammu And Kashmir,Kulgam,2018,Kulgam2018,109.77
India,Himachal Pradesh,Kullu,2011,Kullu2011,174.402
India,Himachal Pradesh,Kullu,2013,Kullu2013,47.8
India,Himachal Pradesh,Kullu,2014,Kullu2014,49.475
India,Himachal Pradesh,Kullu,2016,Kullu2016,388.846
India,Himachal Pradesh,Kullu,2017,Kullu2017,220.11
India,Himachal Pradesh,Kullu,2018,Kullu2018,79.825
India,Telangana,Kumuram Bheem Asifabad,2012,Kumuram Bheem Asifabad2012,137.13
India,Telangana,Kumuram Bheem Asifabad,2016,Kumuram Bheem Asifabad2016,2.8
India,Telangana,Kumuram Bheem Asifabad,2017,Kumuram Bheem Asifabad2017,129.55
India,Jammu And Kashmir,Kupwara,2011,Kupwara2011,15.1
India,Jammu And Kashmir,Kupwara,2012,Kupwara2012,93.87
India,Jammu And Kashmir,Kupwara,2016,Kupwara2016,105.3
India,Jammu And Kashmir,Kupwara,2017,Kupwara2017,10.1
India,Jammu And Kashmir,Kupwara,2018,Kupwara2018,157.55
India,Andhra Pradesh,Kurnool,2017,Kurnool2017,.
India,Arunachal Pradesh,Kurung Kumey,2013,Kurung Kumey2013,24.6
India,Arunachal Pradesh,Kurung Kumey,2016,Kurung Kumey2016,213.73
India,Arunachal Pradesh,Kurung Kumey,2017,Kurung Kumey2017,1.73
India,Arunachal Pradesh,Kurung Kumey,2018,Kurung Kumey2018,573.78
India,Uttar Pradesh,Kushi Nagar,2012,Kushi Nagar2012,129.62
India,Uttar Pradesh,Kushi Nagar,2018,Kushi Nagar2018,11.35
India,Himachal Pradesh,Lahul And Spiti,2013,Lahul And Spiti2013,55.875
India,Himachal Pradesh,Lahul And Spiti,2017,Lahul And Spiti2017,9.03
India,Assam,Lakhimpur,2012,Lakhimpur2012,16.12
India,Assam,Lakhimpur,2013,Lakhimpur2013,70.124
India,Assam,Lakhimpur,2017,Lakhimpur2017,358.653
India,Assam,Lakhimpur,2018,Lakhimpur2018,40.326
India,Bihar,Lakhisarai,2012,Lakhisarai2012,5.189
India,Bihar,Lakhisarai,2013,Lakhisarai2013,19.799
India,Bihar,Lakhisarai,2016,Lakhisarai2016,20.522
India,Bihar,Lakhisarai,2017,Lakhisarai2017,1.692
India,Bihar,Lakhisarai,2018,Lakhisarai2018,.
India,Uttar Pradesh,Lalitpur,2012,Lalitpur2012,60.3
India,Uttar Pradesh,Lalitpur,2018,Lalitpur2018,16.4
India,Jharkhand,Latehar,2011,Latehar2011,89.2
India,Jharkhand,Latehar,2012,Latehar2012,24.15
India,Jharkhand,Latehar,2013,Latehar2013,196.825
India,Jharkhand,Latehar,2016,Latehar2016,77.8
India,Jharkhand,Latehar,2017,Latehar2017,153.47
India,Maharashtra,Latur,2012,Latur2012,.
India,Mizoram,Lawngtlai,2013,Lawngtlai2013,40.31
India,Mizoram,Lawngtlai,2016,Lawngtlai2016,80.19
India,Mizoram,Lawngtlai,2017,Lawngtlai2017,12.1
India,Mizoram,Lawngtlai,2018,Lawngtlai2018,205.03
India,Ladakh,Leh Ladakh,2012,Leh Ladakh2012,19.11
India,Ladakh,Leh Ladakh,2016,Leh Ladakh2016,19.785
India,Ladakh,Leh Ladakh,2018,Leh Ladakh2018,139.645
India,Arunachal Pradesh,Leparada,2012,Leparada2012,19.65
India,Arunachal Pradesh,Leparada,2016,Leparada2016,2.01
India,Arunachal Pradesh,Leparada,2017,Leparada2017,30.07
India,Arunachal Pradesh,Leparada,2018,Leparada2018,32.07
India,Jharkhand,Lohardaga,2011,Lohardaga2011,159.565
India,Jharkhand,Lohardaga,2012,Lohardaga2012,8.65
India,Jharkhand,Lohardaga,2013,Lohardaga2013,28.89
India,Jharkhand,Lohardaga,2016,Lohardaga2016,75.9
India,Jharkhand,Lohardaga,2017,Lohardaga2017,56.68
India,Jharkhand,Lohardaga,2018,Lohardaga2018,11.49
India,Arunachal Pradesh,Longding,2012,Longding2012,101.37
India,Arunachal Pradesh,Longding,2013,Longding2013,27.9
India,Arunachal Pradesh,Longding,2014,Longding2014,33
India,Arunachal Pradesh,Longding,2016,Longding2016,119.285
India,Arunachal Pradesh,Longding,2018,Longding2018,66.2
India,Nagaland,Longleng,2011,Longleng2011,20
India,Nagaland,Longleng,2018,Longleng2018,.
India,Arunachal Pradesh,Lower Dibang Valley,2012,Lower Dibang Valley2012,29.41
India,Arunachal Pradesh,Lower Dibang Valley,2013,Lower Dibang Valley2013,2
India,Arunachal Pradesh,Lower Dibang Valley,2016,Lower Dibang Valley2016,.
India,Arunachal Pradesh,Lower Dibang Valley,2018,Lower Dibang Valley2018,50.37
India,Arunachal Pradesh,Lower Siang,2012,Lower Siang2012,16.26
India,Arunachal Pradesh,Lower Siang,2016,Lower Siang2016,30.07
India,Arunachal Pradesh,Lower Siang,2018,Lower Siang2018,113.95
India,Arunachal Pradesh,Lower Subansiri,2012,Lower Subansiri2012,.
India,Arunachal Pradesh,Lower Subansiri,2013,Lower Subansiri2013,.
India,Arunachal Pradesh,Lower Subansiri,2014,Lower Subansiri2014,.
India,Arunachal Pradesh,Lower Subansiri,2016,Lower Subansiri2016,.
India,Arunachal Pradesh,Lower Subansiri,2018,Lower Subansiri2018,.
India,Uttar Pradesh,Lucknow,2011,Lucknow2011,14.26
India,Uttar Pradesh,Lucknow,2012,Lucknow2012,76.67
India,Uttar Pradesh,Lucknow,2018,Lucknow2018,13.85
India,Punjab,Ludhiana,2012,Ludhiana2012,160.48
India,Punjab,Ludhiana,2013,Ludhiana2013,38.01
India,Punjab,Ludhiana,2014,Ludhiana2014,24.56
India,Mizoram,Lunglei,2013,Lunglei2013,51.49
India,Mizoram,Lunglei,2016,Lunglei2016,81.724
India,Mizoram,Lunglei,2018,Lunglei2018,153.23
India,Bihar,Madhepura,2012,Madhepura2012,172.407
India,Bihar,Madhepura,2013,Madhepura2013,168.74
India,Bihar,Madhepura,2016,Madhepura2016,78.35
India,Bihar,Madhepura,2017,Madhepura2017,65.533
India,Bihar,Madhepura,2020,Madhepura2020,.
India,Bihar,Madhubani,2011,Madhubani2011,.
India,Bihar,Madhubani,2012,Madhubani2012,168.579
India,Bihar,Madhubani,2013,Madhubani2013,755.88
India,Bihar,Madhubani,2016,Madhubani2016,79.776
India,Bihar,Madhubani,2017,Madhubani2017,67.001
India,Bihar,Madhubani,2018,Madhubani2018,.
India,Bihar,Madhubani,2020,Madhubani2020,.
India,Tamil Nadu,Madurai,2012,Madurai2012,87.1
India,Tamil Nadu,Madurai,2016,Madurai2016,66.453
India,Tamil Nadu,Madurai,2018,Madurai2018,14.965
India,Telangana,Mahabubabad,2012,Mahabubabad2012,29.56
India,Telangana,Mahabubabad,2016,Mahabubabad2016,35.99
India,Telangana,Mahabubabad,2017,Mahabubabad2017,141.95
India,Uttar Pradesh,Maharajganj,2011,Maharajganj2011,16.76
India,Uttar Pradesh,Maharajganj,2012,Maharajganj2012,121.425
India,Uttar Pradesh,Maharajganj,2018,Maharajganj2018,12.4
India,Chhattisgarh,Mahasamund,2011,Mahasamund2011,82.55
India,Chhattisgarh,Mahasamund,2012,Mahasamund2012,47.1
India,Chhattisgarh,Mahasamund,2013,Mahasamund2013,154.77
India,Chhattisgarh,Mahasamund,2016,Mahasamund2016,33.075
India,Chhattisgarh,Mahasamund,2018,Mahasamund2018,.
India,Gujarat,Mahesana,2013,Mahesana2013,18.8
India,Gujarat,Mahisagar,2012,Mahisagar2012,185.78
India,Gujarat,Mahisagar,2013,Mahisagar2013,91.75
India,Uttar Pradesh,Mahoba,2012,Mahoba2012,37.3
India,Uttar Pradesh,Mainpuri,2012,Mainpuri2012,94.73
India,Uttar Pradesh,Mainpuri,2018,Mainpuri2018,5
India,Assam,Majuli,2012,Majuli2012,.
India,Assam,Majuli,2013,Majuli2013,22.182
India,Assam,Majuli,2016,Majuli2016,25.86
India,Assam,Majuli,2017,Majuli2017,114.565
